County,anglo,anglovap,asian,asianvap,bh,bhvap,black,blackvap,hisp,hispvap,nanglo,nanglovap,vap,votes_dem,votes_rep,votes_total,college_enroll,bachelors_up_total_sum,20_trump,20_biden,aggregateincome,20_total,total,households,anglovap_pct,asianvap_pct,hispvap_pct,blackvap_pct,college_enroll_pct,bachelors_up_total_sum_pct,pct_dem_lead,pct_dem_lead_20,avg_hh_income,swing_2024
LUBBOCK,154994.0,126770.0,11533.0,9188.0,137329.0,95942.0,31107.0,22065.0,109170.0,74950.0,155645.0,110772.0,237542.0,37148,86547,125038,33911.0,68875.0,78739.0,39933.0,11022436500.0,120608.0,310639.0,124045.0,0.5336740450109876,0.03867947562957288,0.31552314959038824,0.09288883650049254,0.14275791228498538,0.2899487248570779,-0.39507189814296456,-0.32175311753780844,88858.36994639042,-0.07331878060515612
LYNN,2960.0,2201.0,34.0,19.0,2482.0,1692.0,151.0,87.0,2352.0,1610.0,2636.0,1807.0,4008.0,367,2171,2566,174.0,958.0,1852.9999999999998,429.0,179571500.0,2295.0,5596.0,2066.0,0.5491516966067864,0.004740518962075849,0.40169660678642716,0.021706586826347306,0.04341317365269461,0.23902195608782434,-0.7030397505845674,-0.620479302832244,86917.4733785092,-0.08256044775232341
MADISON,6984.0,5706.0,131.0,98.0,6099.0,4720.0,2724.0,2204.0,3415.0,2541.0,6471.0,4995.0,10701.0,964,4498,5489,803.0,1370.0,4167.692289988492,1087.6920598388951,335725896.96458685,5296.376064441887,13455.0,4135.441821247892,0.5332211942809083,0.009158022614708905,0.23745444350995235,0.20596205962059622,0.07503971591440052,0.12802541818521634,-0.6438331207870286,-0.5815297465049163,81182.59462377825,-0.0623033742821123
MARION,6869.0,5864.0,96.0,62.0,2380.0,1807.0,2026.0,1573.0,389.0,249.0,2856.0,2152.0,8016.0,1101,3577,4714,222.0,1147.0,3470.0,1339.0,272994300.0,4864.0,9725.0,4201.0,0.7315369261477046,0.007734530938123752,0.031062874251497005,0.19623253493013973,0.027694610778443114,0.1430888223552894,-0.5252439541790411,-0.43811677631578944,64983.17067364913,-0.08712717786325169
MARTIN,4472.0,3336.0,49.0,24.0,3223.0,2148.0,182.0,117.0,3074.0,2044.0,3370.0,2235.0,5571.0,247,1825,2086,74.0,577.0,1857.0,288.0,236377900.0,2160.0,7842.0,2033.0,0.5988152934841141,0.004308023694130318,0.36690001795009874,0.0210016155088853,0.013283073056901813,0.10357206964638306,-0.7564717162032598,-0.726388888888889,116270.48696507624,-0.03008282731437084
MASON,2948.0,2482.0,21.0,8.0,909.0,643.0,40.0,25.0,883.0,632.0,1005.0,720.0,3202.0,434,2076,2529,98.0,1139.0,1991.0,457.0,134846500.0,2474.0,3953.0,1550.0,0.7751405371642723,0.0024984384759525295,0.19737663960024984,0.007807620237351655,0.030605871330418487,0.3557151780137414,-0.649268485567418,-0.6200485044462409,86997.74193548386,-0.029219981121177074
MATAGORDA,51503.0,42782.0,2677.0,2134.0,85634.0,57741.0,20993.0,14158.0,66172.0,44141.0,90271.0,61523.0,104305.0,3231,9957,13312,1388.0,5684.0,9845.0,3733.0,1095426500.0,13727.0,141774.0,14824.0,0.4101625041944298,0.020459230142370933,0.42319160155313745,0.13573654187239345,0.013307128133838263,0.0544940319256028,-0.5052584134615384,-0.4452538792161434,73895.47355639504,-0.060004534245395036
MAVERICK,6123.0,4820.0,1202.0,891.0,219262.0,154828.0,1288.0,887.0,218501.0,154229.0,224818.0,158389.0,163209.0,6373,9285,15745,2650.0,5353.0,6881.0,8326.0,1221498600.0,15340.0,230941.0,18320.0,0.02953268508476861,0.005459257761520504,0.9449785244686261,0.005434749309167999,0.01623684968353461,0.03279843636073991,-0.18494760241346458,0.09419817470664926,66675.68777292577,-0.27914577712011385
MCCULLOCH,4904.0,4078.0,65.0,48.0,2517.0,1743.0,197.0,118.0,2369.0,1643.0,2726.0,1907.0,5985.0,455,3033,3513,180.0,1054.0,2904.0,490.0,216307300.0,3436.0,7630.0,3072.0,0.6813700918964077,0.008020050125313283,0.2745196324143693,0.019715956558061822,0.03007518796992481,0.17610693400167085,-0.7338457159123256,-0.7025611175785798,70412.53255208333,-0.03128459833374586
MCLENNAN,139693.0,114049.0,6704.0,5171.0,107816.0,73119.0,41799.0,28777.0,68587.0,45305.0,120886.0,83342.0,197391.0,33863,64606,99672,26197.0,49061.0,59499.0,36653.0,8452352752.447946,97791.0,260579.0,95963.91333708497,0.5777821683866032,0.02619673642668612,0.22951907635099877,0.14578678865804418,0.1327162839237858,0.24854729952226798,-0.3084416887390641,-0.23362068083975007,88078.45010194638,-0.07482100789931401
MCMULLEN,353.0,288.0,13.0,10.0,231.0,187.0,17.0,10.0,224.0,181.0,247.0,199.0,487.0,37,448,487,18.0,53.0,460.0,53.0,11935000.0,516.0,600.0,168.0,0.5913757700205339,0.02053388090349076,0.37166324435318276,0.02053388090349076,0.03696098562628337,0.10882956878850103,-0.8439425051334702,-0.7887596899224807,71041.66666666667,-0.055182815210989555
MEDINA,84271.0,69320.0,1975.0,1344.0,102843.0,75067.0,7225.0,5729.0,96705.0,69820.0,108380.0,79280.0,148600.0,6950,17464,24617,2112.0,8308.0,15642.0,6773.0,1627591900.0,22657.0,192651.0,17479.0,0.4664872139973082,0.009044414535666219,0.46985195154777926,0.03855316285329744,0.01421265141318977,0.05590847913862719,-0.4271032213510988,-0.3914463521207574,93116.99181875393,-0.03565686923034139
MENARD,1441.0,1200.0,10.0,9.0,792.0,601.0,39.0,30.0,759.0,576.0,837.0,643.0,1843.0,170,861,1040,8.0,385.0,958.2118226600985,231.26600985221674,67821953.96927017,1199.3300492610838,2278.0,950.1546592687437,0.6511123168746609,0.0048833423765599565,0.3125339120998372,0.016277807921866522,0.004340748779164406,0.20889853499728703,-0.6644230769230769,-0.6061265731278547,71379.90989958117,-0.05829650379522222
MIDLAND,87046.0,67349.0,5024.0,3379.0,95117.0,64235.0,13604.0,9277.0,82786.0,55464.0,104489.0,70927.0,138276.0,11351,46944,58968,8309.0,34518.0,45624.0,12329.0,8478255224.678022,58856.0,191535.0,67046.01869547155,0.48706210766872055,0.024436633978419973,0.4011108218345917,0.06709045676762417,0.06008996499754115,0.24963117243773322,-0.6035985619318952,-0.5657027320918853,126454.26812271948,-0.03789582984000994
MILAM,15367.0,12699.0,193.0,133.0,8582.0,5748.0,2520.0,1793.0,6264.0,4036.0,9387.0,6371.0,19070.0,2331,8691,11098,837.0,3556.0,7984.0,2496.0,835969300.0,10578.0,24754.0,10049.0,0.6659150498164657,0.006974305191400105,0.2116413214472994,0.09402202412165706,0.04389092815941269,0.18647089669638175,-0.5730762299513426,-0.5188126299867649,83189.30241815106,-0.054263599964577636
MILLS,3498.0,2895.0,26.0,17.0,770.0,531.0,52.0,33.0,728.0,506.0,958.0,674.0,3569.0,310,2418,2742,82.0,981.0,2217.0,271.0,156784100.0,2505.0,4456.0,1845.0,0.811151583076492,0.0047632390025217144,0.14177640795741103,0.009246287475483329,0.02297562342392827,0.27486690949845893,-0.7687819110138585,-0.7768463073852295,84977.83197831978,0.008064396371371019
MITCHELL,4328.0,3563.0,71.0,53.0,4457.0,3486.0,1072.0,887.0,3454.0,2618.0,4662.0,3652.0,7215.0,352,2144,2513,331.0,885.0,2170.0,397.0,218414200.0,2580.0,8990.0,2561.0,0.4938322938322938,0.007345807345807346,0.36285516285516284,0.12293832293832294,0.045876645876645875,0.12266112266112267,-0.713091922005571,-0.6872093023255814,85284.7325263569,-0.025882619679989616
MONTAGUE,16342.0,13134.0,129.0,101.0,2543.0,1560.0,206.0,90.0,2361.0,1483.0,3623.0,2418.0,15552.0,1208,9825,11097,458.0,2734.0,8615.0,1097.0,632397300.0,9832.0,19965.0,8142.0,0.8445216049382716,0.006494341563786008,0.09535751028806584,0.005787037037037037,0.029449588477366256,0.17579732510288065,-0.7765161755429395,-0.7646460537021968,77671.00221075903,-0.011870121840742653
MONTGOMERY,413349.0,324826.0,29729.0,20531.0,219151.0,143828.0,46463.0,30973.0,176055.0,114385.0,268487.0,179196.0,504022.0,82277,221964,307258,29072.0,168178.0,193372.46026224244,74374.65587369548,31547831221.24431,271530.99036660424,681836.0,235463.92412746587,0.6444679002107051,0.04073433302514573,0.22694445877362496,0.06145168266464559,0.057680021903805785,0.33367194289138175,-0.45462445241458316,-0.43824759828660276,133981.5911849249,-0.0163768541279804
MOORE,6499.0,5146.0,1071.0,619.0,13398.0,8849.0,832.0,581.0,12647.0,8298.0,14859.0,9798.0,14944.0,860,4458,5359,847.0,1714.0,4359.0,1062.0,578527200.0,5508.0,21358.0,7275.0,0.3443522483940043,0.04142130620985011,0.5552730192719486,0.03887847965738758,0.056678265524625265,0.1146948608137045,-0.6713939167755179,-0.5985838779956427,79522.63917525773,-0.07281003877987513
MORRIS,7716.0,6302.0,98.0,63.0,3850.0,2689.0,2705.0,2001.0,1182.0,697.0,4257.0,2998.0,9300.0,1312,4092,5446,348.0,1341.0,3841.0,1664.0,333381100.0,5551.0,11973.0,5038.0,0.6776344086021505,0.0067741935483870966,0.07494623655913979,0.21516129032258063,0.03741935483870968,0.14419354838709678,-0.5104663973558574,-0.39218158890290034,66173.30289797539,-0.11828480845295708
MOTLEY,858.0,705.0,18.0,11.0,166.0,102.0,18.0,12.0,153.0,91.0,205.0,136.0,841.0,35,612,650,12.0,210.0,604.0,46.0,34071300.0,652.0,1063.0,476.0,0.8382877526753865,0.013079667063020214,0.10820451843043995,0.014268727705112961,0.014268727705112961,0.2497027348394768,-0.8876923076923077,-0.8558282208588956,71578.36134453781,-0.03186408683341202
NACOGDOCHES,37158.0,30867.0,1066.0,788.0,24950.0,17161.0,11610.0,8329.0,13597.0,8965.0,27495.0,19136.0,50003.0,7690,17575,25486,9686.0,10965.0,17326.41065830721,8944.774294670846,1871165777.1892679,26676.084639498433,64653.0,25107.283351883194,0.6173029618222906,0.015759054456732598,0.17928924264544127,0.16657000579965203,0.19370837749735015,0.21928684278943264,-0.3878600015694892,-0.31420039623153473,74526.81164124909,-0.07365960533795446
NAVARRO,26996.0,22074.0,586.0,418.0,22992.0,15250.0,7248.0,5191.0,16049.0,10180.0,25628.0,17174.0,39248.0,4708,14983,19867,2711.0,6034.0,13800.0,5101.0,1467409700.0,19151.0,52624.0,18484.0,0.5624235629841011,0.010650224215246636,0.25937627395026497,0.13226151651039544,0.06907358336730535,0.15374031797798615,-0.517189308904213,-0.4542321549788523,79388.1032244103,-0.06295715392536072
NEWTON,9770.0,7883.0,52.0,42.0,2770.0,2043.0,2433.0,1820.0,364.0,233.0,3187.0,2368.0,10251.0,952,4781,5751,202.0,561.0,4882.0,1173.0,287261879.33194155,6094.0,12957.0,4896.045929018789,0.7689981465222905,0.004097161252560726,0.022729489805872596,0.17754365427763144,0.019705394595649205,0.05472636815920398,-0.6657972526517127,-0.6086314407614046,58672.219071586886,-0.057165811890308116
NOLAN,8138.0,6593.0,150.0,105.0,6120.0,4056.0,953.0,550.0,5354.0,3557.0,6600.0,4435.0,11028.0,1020,4048,5122,488.0,1368.0,4131.0,1162.0,428728700.0,5367.0,14738.0,5834.0,0.597841857091041,0.009521218715995648,0.3225426187885383,0.049873050417120056,0.04425099746100834,0.12404787812840043,-0.5911753221397892,-0.553195453698528,73487.94994857731,-0.03797986844126122
NUECES,108432.0,90803.0,11017.0,8139.0,234686.0,171289.0,17935.0,12792.0,220044.0,159910.0,250681.0,183862.0,274665.0,53248,67201,121678,17107.0,57888.0,64611.392259914,60921.688963210705,11527539803.027782,127541.95508838988,359113.0,130755.7192259595,0.3305954526423097,0.029632461362022827,0.5822001347095552,0.04657309813773142,0.06228314492199589,0.21075856042815794,-0.11467151005111859,-0.028929329914585633,88160.88406126996,-0.08574218013653295
OCHILTREE,4245.0,3284.0,58.0,35.0,5510.0,3516.0,66.0,29.0,5470.0,3490.0,5770.0,3707.0,6991.0,269,2723,3010,504.0,1206.0,2812.0,302.0,315725600.0,3159.0,10015.0,3758.0000000000005,0.4697468173365756,0.0050064368473751964,0.4992132742096982,0.004148190530682306,0.07209269060220283,0.17250750965527106,-0.815282392026578,-0.7945552389996834,84014.26290580095,-0.02072715302689465
OLDHAM,1325.0,982.0,31.0,17.0,372.0,208.0,77.0,31.0,313.0,186.0,433.0,247.0,1229.0,74,895,974,52.0,323.0,917.0,81.0,64312600.0,1011.0,1758.0,631.0,0.7990235964198535,0.013832384052074858,0.15134255492270138,0.025223759153783564,0.04231082180634662,0.2628152969894223,-0.8429158110882957,-0.8269040553907023,101921.71156893819,-0.01601175569759339
ORANGE,64935.0,50857.0,1451.0,1015.0,15988.0,10726.0,8941.0,6082.0,7265.0,4737.0,19873.0,13619.0,64476.0,5945,30191,36377,3306.0,10449.0,29186.0,6357.0,3028329700.0,35994.0,84808.0,31847.0,0.7887741175010857,0.015742291705440784,0.07346919784105714,0.09432967305664124,0.051274892983435696,0.1620603015075377,-0.666520053880199,-0.6342445963216091,95089.95195779823,-0.03227545755858985
PALO PINTO,20778.0,16849.0,345.0,257.0,6367.0,4182.0,857.0,543.0,5614.0,3684.0,7631.0,5189.0,22038.0,2143,11093,13336,777.0,3874.0,10177.36285195277,2177.5027247956405,915241614.9186257,12490.840599455041,28409.0,10948.57233273056,0.7645430619838461,0.011661675288138669,0.1671658045194664,0.02463925946093112,0.03525728287503403,0.17578727652237044,-0.6711157768446311,-0.6404581071594295,83594.60823787293,-0.03065766968520156
PANOLA,16098.0,12676.0,178.0,133.0,5633.0,3940.0,3509.0,2625.0,2190.0,1344.0,6393.0,4500.0,17176.0,1905,9500,11439,932.0,2951.0,9326.0,2057.0,751369400.0,11458.0,22491.0,8486.0,0.7380065207265952,0.007743362831858407,0.07824871914299023,0.15282952957615278,0.054261760596180715,0.17180950163018166,-0.6639566395663957,-0.6344039099319253,88542.23426820646,-0.02955272963447042
PARKER,117747.0,91458.0,1990.0,1266.0,22473.0,14106.0,2929.0,1736.0,19819.0,12475.0,30475.0,19976.0,111434.0,14872,75168,90840,7249.0,34801.0,62026.591941326304,13012.561573071518,6904496923.654597,76104.76696086551,148222.0,54229.768625315446,0.8207369384568444,0.011360984977654935,0.11194967424663926,0.01557872821580487,0.06505195900712529,0.31230145198054454,-0.6637604579480405,-0.644033643693551,127319.31370312821,-0.019726814254489522
PARMER,3187.0,2543.0,36.0,27.0,6575.0,4413.0,137.0,91.0,6504.0,4355.0,6682.0,4486.0,7029.0,368,2123,2504,228.0,1030.0,2135.0,488.0,278972700.0,2650.0,9869.0,3183.0,0.36178688291364347,0.0038412291933418692,0.6195760421112534,0.012946365059041115,0.03243704652155356,0.14653578033859724,-0.7008785942492013,-0.6215094339622642,87644.58058435438,-0.07936916028693708
PECOS,3473.0,2976.0,183.0,139.0,11376.0,8338.0,630.0,531.0,10845.0,7839.0,11720.0,8604.0,11580.0,1144,3042,4233,493.0,1453.0,3215.0,1382.0,455283400.0,4675.0,15193.0,5108.0,0.25699481865284973,0.012003454231433506,0.6769430051813472,0.045854922279792744,0.042573402417962,0.12547495682210708,-0.44838176234349164,-0.39208556149732626,89131.4408770556,-0.05629620084616538
POLK,34808.0,29099.0,490.0,363.0,12617.0,9459.0,5422.0,4280.0,7345.0,5248.0,15315.0,11565.0,40664.0,4910,19216,24292,1488.0,5097.0,18573.0,5387.0,1380115000.0,24186.0,50123.0,18575.0,0.7155961046626008,0.008926814873106433,0.12905764312413928,0.10525280346252214,0.0365925634467834,0.12534428487113908,-0.5889181623579779,-0.5451914330604481,74299.59623149394,-0.04372672929752974
POTTER,50153.0,41765.0,6757.0,4521.0,58528.0,39749.0,14438.0,9678.0,45193.0,30459.0,68372.0,46833.0,88598.0,8748,23007,32121,5461.0,13582.0,22820.0,9921.0,3081887900.0,33337.0,118525.0,42363.0,0.4713989029097722,0.05102823991512224,0.3437887988442177,0.10923497144405066,0.061637960224835774,0.1532991715388609,-0.4439151956663865,-0.38692743798182194,72749.51962797725,-0.056987757684564544
PRESIDIO,961.0,856.0,102.0,70.0,5032.0,3708.0,47.0,22.0,4991.0,3688.0,5170.0,3816.0,4672.0,1288,686,1992,296.0,812.0,721.0,1463.0,117254300.0,2219.0,6131.0,2340.0,0.1832191780821918,0.014982876712328766,0.7893835616438356,0.004708904109589041,0.06335616438356165,0.1738013698630137,0.3022088353413655,0.33438485804416407,50108.67521367521,-0.03217602270279857
RAINS,10130.0,8229.0,103.0,84.0,1446.0,936.0,360.0,242.0,1109.0,703.0,2034.0,1417.0,9646.0,869,5649,6556,335.0,2370.0,5155.0,842.0,466855400.0,6053.0,12164.0,4723.0,0.8530997304582211,0.008708272859216255,0.07287995023844081,0.02508811942774207,0.03472942152187435,0.2456976985278872,-0.7291031116534472,-0.7125392367421114,98847.21575269956,-0.01656387491133582
RANDALL,95457.0,76414.0,3550.0,2426.0,37395.0,24398.0,6592.0,4045.0,31583.0,20601.0,45296.0,30339.0,106753.0,12935,53314,66901,10314.0,31905.0,50796.0,12802.0,5837615500.0,64674.0,140753.0,55758.0,0.7158018978389367,0.022725356664449713,0.1929781832829054,0.037891206804492615,0.09661555178777177,0.29886747913407585,-0.6035634743875278,-0.5874694622259331,104695.56834893647,-0.016094012161594673
REAGAN,1281.0,1041.0,54.0,40.0,2833.0,1857.0,96.0,61.0,2765.0,1804.0,2933.0,1930.0,2971.0,141,800,949,155.0,331.0,942.0,172.0,88889300.0,1124.0,4214.0,1046.0,0.3503870750589027,0.013463480309660047,0.6072029619656681,0.020531807472231572,0.052170986199932684,0.11141029956243689,-0.6944151738672287,-0.6850533807829182,84980.2103250478,-0.00936179308431051
REAL,1940.0,1706.0,28.0,15.0,731.0,501.0,50.0,26.0,692.0,482.0,818.0,576.0,2282.0,315,1625,1960,91.0,371.0,1643.0,320.0,71235700.0,1982.0,2758.0,1021.0,0.747589833479404,0.006573181419807186,0.2112182296231376,0.011393514460999123,0.03987730061349693,0.16257668711656442,-0.6683673469387755,-0.6675075681130171,69770.51909892262,-0.0008597788257583838
RED RIVER,8939.0,7381.0,103.0,74.0,2823.0,2076.0,2075.0,1602.0,804.0,499.0,3330.0,2486.0,9867.0,1103,4682,5796,214.0,1383.0,4517.0,1246.0,314042200.0,5812.0,12269.0,4993.0,0.7480490523968785,0.007499746630181413,0.050572615790007096,0.1623593797506841,0.021688456471065168,0.1401641836424445,-0.6174948240165632,-0.5628011011699932,62896.49509313038,-0.054693722846570036
REEVES,1697.0,1438.0,205.0,160.0,12748.0,9938.0,332.0,261.0,12510.0,9739.0,13051.0,10181.0,11619.0,1070,2340,3446,548.0,630.0,2254.0,1395.0,291431500.0,3691.0,14748.0,4145.0,0.12376280230656683,0.013770548239951804,0.8381960581805663,0.022463206816421378,0.047164127721834925,0.054221533694810226,-0.3685432385374347,-0.23272825792468166,70309.16767189385,-0.13581498061275304
REFUGIO,7286.0,6089.0,164.0,86.0,9145.0,6732.0,1292.0,905.0,8105.0,5936.0,9513.0,7007.0,13096.0,919,2134,3075,163.0,655.0,2210.0,1108.0,160898400.0,3366.0,16799.0,2372.0,0.464951130116066,0.006566890653634697,0.45326817348808796,0.06910507025045816,0.01244654856444716,0.050015271838729385,-0.39512195121951216,-0.3273915626856803,67832.37774030353,-0.06773038853383184
ROBERTS,886.0,694.0,18.0,3.0,73.0,44.0,25.0,15.0,56.0,31.0,129.0,83.0,777.0,20,547,572,0.0,116.0,529.0,17.0,24502300.0,550.0,1015.0,303.0,0.8931788931788932,0.003861003861003861,0.039897039897039896,0.019305019305019305,0.0,0.1492921492921493,-0.9213286713286712,-0.9309090909090909,80865.67656765676,0.009580419580419663
ROBERTSON,9505.0,7677.0,145.0,107.0,6789.0,4683.0,3381.0,2404.0,3528.0,2309.0,7252.0,5045.0,12722.0,1926,6177,8172,591.0,2247.0,5646.0,2374.0,517775200.0,8110.0,16757.0,6480.0,0.6034428548970288,0.008410627259864802,0.18149662002829745,0.18896399937116806,0.04645495991196353,0.17662317245716083,-0.5201908957415566,-0.4034525277435266,79903.58024691358,-0.11673836799803006
ROCKWALL,453060.0,346563.0,29384.0,19894.0,197610.0,128291.0,64612.0,42262.0,136439.0,87466.0,248179.0,164142.0,510705.0,18092,43542,62513,5815.0,34800.0,36726.0,16412.0,6272767900.0,54029.0,701239.0,39513.0,0.6785972332364085,0.03895399496774067,0.17126521181503998,0.08275227381756592,0.011386221008214136,0.06814109906893412,-0.4071153200134372,-0.37598326824483147,158752.00313820768,-0.03113205176860573
RUNNELS,6062.0,4970.0,65.0,45.0,3560.0,2439.0,252.0,173.0,3354.0,2283.0,3838.0,2666.0,7636.0,452,3580,4056,276.0,1317.0,3807.0,552.0,299434100.0,4409.0,9900.0,3800.0,0.6508643268727082,0.005893137768465165,0.29897852278679937,0.022655840754321633,0.03614457831325301,0.17247249869041384,-0.7712031558185404,-0.7382626445906101,78798.44736842105,-0.03294051122793029
RUSK,32022.0,26062.0,349.0,246.0,18445.0,13306.0,9032.0,7019.0,9579.0,6360.0,20192.0,14656.0,40718.0,4337,17234,21741,1873.0,6803.0,16532.995620437956,4628.077372262774,1669564497.150259,21394.061313868613,52214.0,17959.005699481866,0.6400609067242988,0.006041554103836141,0.1561962768308856,0.1723807652635198,0.045999312343435336,0.1670759860503954,-0.5932109838553885,-0.5564590132523304,92965.30805146009,-0.036751970603058126
SABINE,8307.0,6911.0,82.0,64.0,1200.0,827.0,852.0,593.0,393.0,251.0,1587.0,1152.0,8063.0,590,4972,5581,175.0,1381.0,4784.0,669.0,379504800.0,5491.0,9894.0,4469.0,0.8571251395262309,0.007937492248542725,0.031129852412253505,0.0735458266154037,0.021704080367109017,0.17127619992558601,-0.7851639491130622,-0.7494081223820798,84919.40031326919,-0.03575582673098243
