County,anglo,anglovap,asian,asianvap,bh,bhvap,black,blackvap,hisp,hispvap,nanglo,nanglovap,vap,votes_dem,votes_rep,votes_total,college_enroll,bachelors_up_total_sum,20_trump,20_biden,aggregateincome,20_total,total,households,anglovap_pct,asianvap_pct,hispvap_pct,blackvap_pct,college_enroll_pct,bachelors_up_total_sum_pct,pct_dem_lead,pct_dem_lead_20,avg_hh_income,swing_2024
SAN AUGUSTINE,5270.0,4396.0,64.0,37.0,2487.0,1763.0,1897.0,1397.0,639.0,394.0,2648.0,1890.0,6286.0,809,2917,3747,202.0,685.0,3007.0,980.0,195884200.0,4002.0,7918.0,3017.0,0.6993318485523385,0.005886096086541521,0.06267896913776647,0.22223989818644607,0.032134902958956414,0.10897231944002546,-0.562583400053376,-0.506496751624188,64926.8147166059,-0.05608664842918809
SAN JACINTO,19170.0,15714.0,176.0,130.0,7143.0,4854.0,2412.0,1830.0,4822.0,3087.0,8232.0,5733.0,21447.0,2175,10524,12789,991.0,3163.0,10161.0,2337.0,854288600.0,12640.0,27402.0,10480.0,0.7326898866974402,0.006061453816384576,0.1439362148552245,0.08532661910756749,0.0462069287079778,0.14747983400941855,-0.6528266479005396,-0.6189873417721519,81516.08778625954,-0.0338393061283877
SAN PATRICIO,26613.0,21755.0,1278.0,874.0,39491.0,27651.0,1725.0,1108.0,38220.0,26738.0,42142.0,29622.0,51377.0,8025,17337,25579,3060.0,8211.0,16516.0,8988.0,2143432200.0,25891.0,68755.0,24496.0,0.42343850361056506,0.017011503201821827,0.5204274286159176,0.02156607042061623,0.05955972516884987,0.15981859586974717,-0.3640486336447868,-0.2907574060484338,87501.31450032658,-0.07329122759635298
SAN SABA,6579.0,5628.0,98.0,72.0,3188.0,2260.0,289.0,260.0,2934.0,2033.0,3479.0,2484.0,8112.0,276,2412,2711,148.0,892.0,2308.0,287.0,154667501.9520357,2602.0,10058.0,2092.9431121026214,0.6937869822485208,0.008875739644970414,0.2506163708086785,0.03205128205128205,0.01824457593688363,0.10996055226824458,-0.7879011434894873,-0.7767102229054573,73899.52505524766,-0.011190920584029929
SCHLEICHER,1102.0,932.0,28.0,16.0,1296.0,892.0,44.0,33.0,1275.0,873.0,1349.0,935.0,1867.0,192,906,1108,72.0,411.0,940.0,211.0,79912100.0,1159.0,2451.0,919.0,0.499196572040707,0.00856989823245849,0.4675950723085163,0.017675415104445636,0.0385645420460632,0.22013926084627744,-0.6444043321299638,-0.628990509059534,86955.49510337324,-0.015413823070429822
SCURRY,8637.0,7010.0,140.0,83.0,7853.0,5305.0,812.0,600.0,7139.0,4731.0,8295.0,5639.0,12649.0,734,4945,5731,773.0,1963.0,4983.0,818.0,505997300.0,5869.0,16932.0,5931.0,0.5541940074314176,0.006561783540200807,0.37402166179144597,0.04743457980868053,0.061111550320183415,0.1551901336073998,-0.7347757808410399,-0.7096609303118078,85313.99426740853,-0.025114850529232124
SHACKELFORD,3252.0,2542.0,39.0,23.0,516.0,312.0,60.0,20.0,473.0,300.0,636.0,399.0,2941.0,146,1565,1728,118.0,761.0,1484.0,130.0,106301845.58823529,1629.0,3888.0,1321.8621323529412,0.8643318599115947,0.007820469228153689,0.10200612036722204,0.006800408024481469,0.04012240734444067,0.2587555253315199,-0.8211805555555556,-0.8311847759361571,80418.25466247063,0.010004220380601558
SHELBY,38479.0,30819.0,1999.0,1281.0,31637.0,21548.0,14200.0,10347.0,17726.0,11279.0,34848.0,23806.0,54625.0,1741,8164,9948,889.0,2250.0,7975.0,2068.0,684905400.0,10087.0,73327.0,9177.0,0.5641922196796338,0.023450800915331808,0.20648054919908468,0.1894187643020595,0.016274599542334095,0.041189931350114416,-0.6456574185765983,-0.5856052344601963,74632.82118339327,-0.06005218411640201
SHERMAN,1362.0,1060.0,24.0,16.0,1354.0,864.0,60.0,36.0,1315.0,841.0,1420.0,914.0,1974.0,70,817,898,223.0,452.0,884.1114754098361,90.68524590163935,124271323.56923077,989.7377049180327,2782.0,840.56,0.5369807497467072,0.008105369807497468,0.4260385005065856,0.0182370820668693,0.11296859169199595,0.22897669706180346,-0.8318485523385302,-0.8016530294497632,147843.4895417707,-0.030195522888766924
SMITH,134452.0,109026.0,5402.0,3848.0,87936.0,60116.0,41819.0,30424.0,47281.0,30191.0,99027.0,68432.0,177458.0,28041,74862,104186,14730.0,45676.0,68993.0,29555.0,7854296100.0,99925.0,233479.0,81690.0,0.6143763594766085,0.021684004102379154,0.17013039705169675,0.17144338378658613,0.08300555624429443,0.25739048112792884,-0.4493981916956213,-0.39467600700525396,96147.58354755784,-0.054722184690367326
SOMERVELL,7011.0,5543.0,93.0,59.0,1773.0,1114.0,115.0,60.0,1687.0,1066.0,2194.0,1425.0,6968.0,751,4493,5309,418.0,1717.0,4087.7551569506722,764.9838565022421,360048900.0,4936.483408071749,9205.0,3562.0,0.7954936854190585,0.00846727898966705,0.15298507462686567,0.008610792192881744,0.059988518943742825,0.2464121699196326,-0.7048408363156903,-0.6731049262751083,101080.54463784391,-0.03173591004058196
STARR,1171.0,846.0,152.0,104.0,64454.0,45085.0,162.0,118.0,64393.0,45030.0,64749.0,45264.0,46110.0,6862,9487,16421,4047.0,5525.0,8259.0,9148.0,1086096200.0,17583.0,65920.0,18692.0,0.018347430058555627,0.002255476035567122,0.9765777488614183,0.002559097809585773,0.08776837996096291,0.11982216438950336,-0.15985628159064613,0.050560200193368654,58104.868392895354,-0.21041648178401479
STEPHENS,6256.0,5164.0,89.0,52.0,2503.0,1694.0,327.0,249.0,2204.0,1459.0,2845.0,1963.0,7127.0,384,3368,3766,205.0,1205.0,3385.0,397.0,262243500.0,3805.0,9101.0,3560.0,0.7245685421636032,0.007296197558580048,0.2047144661147748,0.03493756138627754,0.028763855759786728,0.16907534727094148,-0.7923526287838555,-0.7852825229960578,73663.90449438202,-0.007070105787797654
STERLING,1575.0,1225.0,69.0,22.0,1118.0,764.0,45.0,17.0,1086.0,748.0,1196.0,813.0,2038.0,43,583,629,13.0,194.0,584.0,51.0,45399800.0,639.0,2771.0,402.0,0.6010794896957802,0.010794896957801767,0.36702649656526004,0.008341511285574092,0.006378802747791953,0.09519136408243375,-0.8585055643879173,-0.8341158059467918,112934.82587064676,-0.024389758441125453
STONEWALL,958.0,812.0,9.0,9.0,256.0,165.0,41.0,30.0,226.0,141.0,287.0,191.0,1003.0,108,603,713,43.0,117.0,615.0,116.0,53943100.0,736.0,1245.0,476.0,0.8095712861415753,0.00897308075772682,0.14057826520438685,0.02991026919242273,0.04287138584247258,0.11665004985044865,-0.6942496493688639,-0.6779891304347826,113325.84033613445,-0.016260518934081314
SUTTON,1200.0,1015.0,24.0,13.0,2111.0,1503.0,32.0,15.0,2093.0,1495.0,2172.0,1540.0,2555.0,228,1167,1401,57.0,340.0,1222.0,322.0,98208800.0,1559.0,3372.0,1236.0,0.3972602739726027,0.005088062622309198,0.5851272015655578,0.005870841487279843,0.022309197651663407,0.13307240704500978,-0.6702355460385439,-0.5772931366260423,79456.95792880259,-0.09294240941250154
SWISHER,3219.0,2636.0,44.0,27.0,3597.0,2504.0,524.0,371.0,3147.0,2153.0,3752.0,2633.0,5269.0,403,1840,2268,325.0,1002.0,1845.0,478.0,147712400.0,2356.0,6971.0,2453.0,0.5002846840007592,0.005124312013664832,0.4086164357563105,0.07041184285443158,0.06168153349781742,0.1901689125071171,-0.6335978835978835,-0.5802207130730052,60217.040358744394,-0.05337717052487834
TARRANT,904870.0,738285.0,152022.0,111299.0,1007443.0,687258.0,404364.0,281368.0,620878.0,414154.0,1205667.0,835680.0,1573965.0,384501,426625,823311,136200.0,501436.0,408548.86193716625,410407.6231280692,85743138653.41492,832316.9890018614,2110537.0,765321.157523644,0.4690606207888994,0.07071249996029137,0.2631278332110307,0.17876382257547022,0.08653305505522677,0.31858141699465997,-0.051164140889651655,0.0022332371145421526,112035.50014330546,-0.05339737800419381
TAYLOR,87316.0,70531.0,4299.0,3075.0,47874.0,31869.0,14655.0,9512.0,34756.0,22891.0,55892.0,38034.0,108565.0,13624,41198,55417,12163.0,27896.0,39545.48410757946,14587.278728606358,4740740838.52349,55230.726161369195,143208.0,54385.919463087244,0.649666098650578,0.02832404550269424,0.21085064247225166,0.08761571408833418,0.11203426518675448,0.25695205637175883,-0.4975729469296425,-0.45188986482002785,87168.53342419118,-0.04568308210961464
TERRELL,638.0,564.0,19.0,7.0,657.0,474.0,39.0,18.0,632.0,458.0,690.0,500.0,1064.0,92,301,400,0.0,227.0,334.0,119.0,28874500.0,458.0,1328.0,453.0,0.5300751879699248,0.006578947368421052,0.43045112781954886,0.016917293233082706,0.0,0.21334586466165414,-0.5225,-0.4694323144104804,63740.61810154525,-0.053067685589519575
TERRY,4599.0,3598.0,78.0,57.0,7009.0,4818.0,540.0,394.0,6569.0,4454.0,7232.0,4984.0,8582.0,587,2815,3426,185.0,819.0,2812.0,757.0,282769300.0,3612.0,11831.0,4271.0,0.4192495921696574,0.006641808436261944,0.5189932416686087,0.04591004427872291,0.02155674667909578,0.09543230016313213,-0.6503210741389375,-0.5689368770764119,66206.8133926481,-0.08138419706252553
THROCKMORTON,1248.0,1003.0,8.0,5.0,156.0,96.0,17.0,4.0,145.0,92.0,192.0,125.0,1128.0,73,823,900,91.0,284.0,806.0,82.0,50249100.0,894.0,1440.0,686.0,0.8891843971631206,0.004432624113475178,0.08156028368794327,0.0035460992907801418,0.08067375886524823,0.25177304964539005,-0.8333333333333333,-0.8098434004474273,73249.416909621,-0.02348993288590595
TITUS,13410.0,10954.0,329.0,214.0,16829.0,10932.0,3347.0,2386.0,13680.0,8621.0,17837.0,11701.0,22655.0,2275,7861,10229,1053.0,3216.0,7570.0,2856.0,837117800.0,10541.0,31247.0,11011.0,0.48351357316265725,0.009446038402118738,0.380534098433017,0.10531891414698742,0.046479805782387994,0.14195541822997132,-0.5460944373839085,-0.44720614742434306,76025.59258922895,-0.09888828995956545
TOM GREEN,62390.0,51049.0,2752.0,1959.0,52091.0,36430.0,6070.0,4174.0,47066.0,32675.0,57613.0,40706.0,91755.0,11585,33399,45460,8448.0,20886.0,32313.0,12239.0,4040877300.0,45210.0,120003.0,46094.0,0.5563620511143806,0.021350335131600458,0.35611138357582695,0.04549070895319056,0.09207127676965833,0.22762792218407715,-0.479850417949846,-0.4440168104401681,87666.01509957912,-0.0358336075096779
TRAVIS,612821.0,516524.0,122445.0,93487.0,530265.0,385732.0,120358.0,90298.0,421088.0,301743.0,677335.0,499948.0,1016472.0,398968,170781,583956,95527.0,531362.0,159677.51905793385,430669.41282068426,76116491910.55754,603336.1885453301,1290156.0,551882.1917495392,0.508153692379131,0.09197203661291212,0.29685323353717563,0.08883471458141494,0.09397897826993759,0.5227512415492016,0.39076060525108053,0.44915570938339316,137921.63082714853,-0.058395104132312636
TRINITY,10533.0,8816.0,100.0,68.0,2561.0,1744.0,1269.0,923.0,1314.0,830.0,3069.0,2166.0,10982.0,1192,6121,7356,397.0,1653.0,5579.0,1323.0,441611900.0,6938.0,13602.0,6033.0,0.8027681660899654,0.006191950464396285,0.07557821890366054,0.0840466217446731,0.036150063740666545,0.15051903114186851,-0.6700652528548124,-0.6134332660709139,73199.38670644787,-0.05663198678389858
TYLER,15302.0,12430.0,146.0,111.0,3771.0,2966.0,2282.0,1812.0,1520.0,1172.0,4496.0,3545.0,15975.0,1252,8327,9638,466.0,1844.0,8194.0,1403.0,649016100.0,9673.0,19798.0,7073.0,0.7780907668231611,0.006948356807511737,0.07336463223787168,0.11342723004694835,0.02917057902973396,0.1154303599374022,-0.7340734592239054,-0.7020572728212551,91759.66350911919,-0.03201618640265036
UPSHUR,31287.0,24390.0,319.0,209.0,7462.0,4871.0,3592.0,2557.0,3986.0,2354.0,9605.0,6464.0,30854.0,2820,16939,19887,1356.0,5228.0,15809.0,2877.0,1304697000.0,18892.0,40892.0,15372.0,0.7904971802683607,0.006773838076100344,0.07629480780449861,0.08287418162961042,0.04394892072340701,0.16944318402800285,-0.7099612812390004,-0.6845225492271861,84874.90241998438,-0.025438732011814236
UPTON,1318.0,1062.0,32.0,22.0,1886.0,1297.0,120.0,90.0,1797.0,1222.0,1990.0,1376.0,2438.0,146,1149,1303,168.0,244.0,1170.0,169.0,95110700.0,1359.0,3308.0,1325.0,0.43560295324036097,0.009023789991796555,0.5012305168170632,0.03691550451189499,0.06890894175553733,0.10008203445447088,-0.7697620874904068,-0.7365710080941869,71781.6603773585,-0.0331910793962199
UVALDE,6613.0,5564.0,206.0,147.0,17462.0,12531.0,268.0,169.0,17317.0,12415.0,17951.0,12916.0,18480.0,3218,6482,9772,1789.0,3480.0,6174.0,4073.0,623945200.0,10344.0,24564.0,8422.0,0.30108225108225106,0.007954545454545454,0.6718073593073594,0.009145021645021645,0.09680735930735931,0.18831168831168832,-0.33401555464592714,-0.20311291569992262,74085.15791973403,-0.1309026389460045
VAL VERDE,7912.0,6762.0,586.0,431.0,40299.0,28562.0,980.0,654.0,39635.0,28054.0,41210.0,29261.0,36023.0,5282,9162,14612,1905.0,6858.0,8284.0,6770.0,1265285500.0,15271.0,49122.0,16706.0,0.18771340532437608,0.011964578186158844,0.7787802237459401,0.018155067595702745,0.05288288038197818,0.19037836937512145,-0.26553517656720504,-0.09914216488769567,75738.38740572249,-0.16639301167950937
VAN ZANDT,215477.0,171700.0,2144.0,1428.0,40680.0,26217.0,8898.0,5946.0,32174.0,20421.0,52216.0,34989.0,206689.0,3450,24351,27950,2402.0,8043.0,22270.0,3516.0,2048459100.0,25994.0,267693.0,22555.0,0.8307166806167721,0.006908930809089986,0.09880061348209145,0.02876785895717721,0.01162132479232083,0.03891353676296271,-0.7477996422182468,-0.7214741863506964,90820.62070494347,-0.026325455867550418
VICTORIA,39330.0,32364.0,1758.0,1291.0,48751.0,33955.0,6843.0,4655.0,42931.0,29639.0,51989.0,36439.0,68803.0,9998,25010,35305,3921.0,12547.0,23358.0,10380.0,3009570900.0,34226.0,91319.0,34142.0,0.4703864657064372,0.01876371669839978,0.43078063456535326,0.06765693356394344,0.056988794093280816,0.18236123424850662,-0.4252088939243734,-0.37918541459708993,88148.64097006619,-0.046023479327283456
WALKER,45495.0,39672.0,1576.0,1318.0,39723.0,32802.0,20801.0,17287.0,19356.0,15798.0,43174.0,35697.0,75369.0,7461,17515,25175,11814.0,12392.0,15375.0,7884.0,1734730900.0,23658.0,88669.0,25180.0,0.5263702583290212,0.017487295837811303,0.2096087250726426,0.2293648582308376,0.15674879592405366,0.1644177314280407,-0.399364448857994,-0.3166370783667258,68893.20492454329,-0.08272737049126822
WALLER,23494.0,18720.0,1063.0,707.0,30985.0,22737.0,12827.0,10764.0,18486.0,12106.0,33300.0,24479.0,43199.0,10183,17077,27561,7821.0,10334.0,13749.0,7963.0,1903606100.0,21986.0,56794.0,17981.0,0.43334336442973215,0.01636611958610153,0.2802379684714924,0.249172434547096,0.18104585754299868,0.23921850042825066,-0.25013606182649395,-0.2631674702083144,105867.64362382515,0.01303140838182043
WARD,8745.0,6927.0,215.0,124.0,13742.0,9529.0,1264.0,801.0,12746.0,8833.0,14323.0,9915.0,16842.0,627,3115,3765,288.0,784.0,3241.0,764.0,431709800.0,4045.0,23068.0,4345.0,0.4112931955824724,0.0073625460159125996,0.5244626528915806,0.04755967224795155,0.017100106875667972,0.046550290939318374,-0.6608233731739708,-0.6123609394313968,99357.83659378596,-0.048462433742573974
WASHINGTON,22023.0,18519.0,694.0,522.0,12288.0,8610.0,6044.0,4556.0,6425.0,4123.0,13782.0,9742.0,28261.0,4058,14020,18265,2218.0,8133.0,12959.0,4261.0,1557011300.0,17449.0,35805.0,15277.0,0.6552846679169173,0.018470683981458548,0.1458900958918651,0.16121156363893704,0.07848271469516295,0.28778174869962136,-0.5454147276211334,-0.4984812883259786,101918.65549518884,-0.04693343929515481
WEBB,9994.0,7501.0,1838.0,1366.0,272212.0,188059.0,1734.0,1234.0,271286.0,187298.0,274685.0,189835.0,197336.0,31996,33397,65995,15904.0,34259.0,25904.0,41842.0,6421951400.0,68534.0,284679.0,79572.0,0.03801131065796408,0.006922203754003324,0.94913244415616,0.006253293874407102,0.08059350549316902,0.17360745125065877,-0.021228880975831477,0.2325561035398488,80706.17051224048,-0.25378498451568027
WHARTON,18130.0,15012.0,264.0,188.0,22632.0,15692.0,6038.0,4375.0,16967.0,11444.0,23440.0,16302.0,31314.0,3910,12439,16471,1706.0,5517.0,11926.0,4694.0,1373413200.0,16776.0,41570.0,15422.0,0.47940218432649934,0.006003704413361436,0.3654595388644057,0.13971386600242702,0.054480424091460686,0.1761831768538034,-0.5178191973772084,-0.43109203624225084,89055.45324860589,-0.08672716113495754
WHEELER,3469.0,2834.0,53.0,32.0,1345.0,805.0,137.0,77.0,1227.0,738.0,1521.0,939.0,3773.0,169,2093,2274,101.0,660.0,2159.0,168.0,143240500.0,2337.0,4990.0,1849.0,0.7511264245958124,0.008481314603763583,0.19560031804929764,0.02040816326530612,0.02676914921812881,0.1749271137026239,-0.8460861917326298,-0.8519469405220368,77469.17252568956,0.005860748789407011
WICHITA,79694.0,65394.0,3968.0,2905.0,41265.0,28810.0,16588.0,11814.0,25803.0,17506.0,49656.0,35298.0,100692.0,12237,31818,44530,8233.0,21843.0,32004.34697986577,13135.168456375839,4109835796.590909,45948.46845637584,129350.0,48927.72727272727,0.6494458348230246,0.028850355539665515,0.17385691018154373,0.11732808961983077,0.08176419179279387,0.2169288523417948,-0.43972602739726024,-0.4106595748975749,83998.09322191359,-0.02906645249968537
WILBARGER,9016.0,7529.0,803.0,536.0,6054.0,4110.0,1484.0,1053.0,4678.0,3079.0,7292.0,4949.0,12478.0,860,3566,4467,607.0,1509.0,3524.0,956.0,327831200.0,4524.0,16308.0,4737.0,0.6033819522359353,0.042955601859272316,0.2467542875460811,0.08438852380189132,0.048645616284661006,0.12093284180157077,-0.605775688381464,-0.5676392572944298,69206.5020054887,-0.03813643108703424
WILLACY,2853.0,2492.0,385.0,360.0,29171.0,22125.0,1023.0,920.0,28277.0,21257.0,29680.0,22603.0,25095.0,2673,2856,5563,883.0,1663.0,2441.0,3108.0,361248700.0,5590.0,32533.0,5671.0,0.099302649930265,0.01434548714883443,0.8470611675632597,0.036660689380354654,0.03518629209005778,0.06626818091253238,-0.03289591946791298,0.11932021466905185,63701.05801445953,-0.15221613413696483
WILLIAMSON,336410.0,267332.0,64796.0,43472.0,193110.0,130620.0,51215.0,34588.0,147088.0,98419.0,272607.0,185713.0,453045.0,147766,155310,309515,35161.0,212920.0,139677.94739983254,143739.05339621348,32566471860.08714,290095.56306831597,609017.0,241745.881305682,0.5900782482976304,0.09595514794336103,0.2172389056274763,0.07634561688132525,0.07761039190367403,0.46997538875829115,-0.024373616787554675,0.01399920065452559,134713.65751587553,-0.038372817442080265
WILSON,27877.0,22203.0,545.0,357.0,20140.0,14270.0,1101.0,826.0,19232.0,13543.0,21876.0,15568.0,37771.0,6247,20894,27320,2308.0,9690.0,18463.0,6350.0,2066961700.0,25032.0,49753.0,17785.0,0.5878319345529639,0.009451695745413147,0.35855550554658333,0.021868629371740222,0.06110508061740489,0.2565460273754997,-0.5361273792093705,-0.4839006072227549,116219.38150126512,-0.05222677198661557
WINKLER,2702.0,2151.0,114.0,81.0,4883.0,3308.0,210.0,138.0,4732.0,3192.0,5089.0,3451.0,5602.0,283,1646,1933,199.0,487.0,1753.0,358.0,264131200.0,2126.0,7791.0,2781.0,0.38397001071046055,0.014459121742234916,0.5697965012495537,0.024634059264548376,0.03552302749018208,0.08693323812923956,-0.7051215726849457,-0.6561618062088429,94977.05861201006,-0.048959766476102784
WISE,50495.0,39787.0,644.0,423.0,14767.0,9482.0,1261.0,768.0,13694.0,8787.0,18137.0,12049.0,51836.0,5605,32385,38243,2778.0,10619.0,27026.015915119366,4971.748010610079,2713613467.7250977,32357.67904509284,68632.0,24577.652892561986,0.7675553669264604,0.008160351879003009,0.16951539470638166,0.014815958021452273,0.05359209815572189,0.2048576279033876,-0.7002588709044792,-0.681577559186956,110409.78890813155,-0.018681311717523297
WOOD,35906.0,30105.0,367.0,272.0,6908.0,4829.0,2121.0,1603.0,4894.0,3278.0,8937.0,6446.0,36551.0,3618,20621,24386,1909.0,7642.0,19049.0,3509.0,1562135700.0,22779.0,44843.0,18221.0,0.8236436759596181,0.007441656863013324,0.08968290881234439,0.043856529233126315,0.05222839320401631,0.20907772701157287,-0.697244320511769,-0.6822072961938628,85732.70951100379,-0.015037024317906211
YOAKUM,2488.0,1977.0,72.0,38.0,5057.0,3382.0,110.0,56.0,4968.0,3330.0,5206.0,3496.0,5473.0,342,2039,2397,354.0,639.0,2174.0,420.0,264792400.0,2636.0,7694.0,2616.0,0.3612278457884159,0.00694317558925635,0.608441439795359,0.010232048236798831,0.06468116206833546,0.11675497898775808,-0.7079682937004589,-0.665402124430956,101220.3363914373,-0.04256616926950285
YOUNG,13409.0,10760.0,132.0,87.0,3790.0,2373.0,324.0,191.0,3508.0,2193.0,4458.0,2888.0,13648.0,962,7298,8314,349.0,2985.0,7110.0,1034.0,662989600.0,8239.0,17867.0,7763.0,0.7883939038686987,0.006374560375146542,0.16068288393903868,0.0139947245017585,0.025571512309495895,0.21871336459554513,-0.7620880442626894,-0.7374681393372982,85403.78719567177,-0.024619904925391234
ZAPATA,1268.0,1097.0,72.0,45.0,22604.0,15569.0,77.0,57.0,22570.0,15545.0,22729.0,15649.0,16746.0,1877,2970,4871,562.0,1205.0,2033.0,1826.0,257693100.0,3878.0,23997.0,4612.0,0.06550818105816314,0.0026872088857040487,0.9282813806282098,0.003403797921891795,0.033560253194792784,0.07195748238385286,-0.22438924245534803,-0.053378029912325875,55874.47961838682,-0.17101121254302215
ZAVALA,1002.0,782.0,69.0,60.0,13281.0,9424.0,190.0,95.0,13172.0,9365.0,13397.0,9503.0,10285.0,1984,1480,3490,449.0,630.0,1490.0,2864.0,189263000.0,4382.0,14399.0,3411.0,0.07603305785123966,0.00583373845405931,0.9105493437044239,0.009236752552260573,0.0436558094312105,0.06125425376762275,0.1444126074498568,0.313555454130534,55486.07446496629,-0.1691428466806772
